IDADE;SEXO;RENDA;REST_MOB;VINC;CURSO;SEM;PROAE;CURSO_MD;ORG_UND;FREQ_20172;ORIGEM1;DESTINO1;FREQ1;MOTIVO1;DESLOC2;ORIGEM2;DESTINO2;FREQ2;MOTIVO2;DESLOC3;ORIGEM3;DESTINO3;FREQ3;MOTIVO3;S_PONT;S_FREQ;S_ACES;S_CONF;S_ESPR;S_INFO;S_TRAT;S_TRAN;S_VIOL;S_SATS;I_PONT;I_FREQ;I_ACES;I_CONF;I_ESPR;I_INFO;I_TRAT;I_TRAN;I_VIOL
52;M;6-9 SM;PcD Auditiva;STA;;;;;Pró-Reitoria de Administração (PROAD);Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
25;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Artes;5º;S;;;10-M Semana;Residência Universitária III;Restaurante Universitário (Campus Ondina);5-9 Semana;Refeição em Restaurante Universitário;Não;;;;;;;;;;DP;DC;CP;CP;CP;DP;CP;DC;DC;DP;MT IMP;MT IMP;MT IMP;IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
19;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Humanidades - Noturno;1º;N;;;5-9 Semana;Reitoria;Instituto de Letras;5-9 Semana;Aula no local de destino;Sim;Faculdade de Filosofia Ciências Humanas;Reitoria;1-4 Semana;Aula no local de destino;Não;;;;;CP;DP;CP;DC;DC;DC;CP;DP;DC;DP;MT IMP;IMP;IMP;MT IMP;IMP;MT IMP;PC IMP;MT IMP;MT IMP
23;F;6-9 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Engenharia Química;9º;N;;;1-4 Mês;Pavilhão de Aulas da Federação VI;Pavilhão  de  Aulas  da  Federação  III;1-4 Mês;Atividade de Pesquisa/Extensão no local de destino;Não;;;;;;;;;;DP;DC;DP;DP;DC;DP;CP;CP;DP;DP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
20;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Curso Superior de Decoração;3º;N;;;10-M Semana;Reitoria;Faculdade de Arquitetura;5-9 Semana;Aula no local de destino;Sim;Faculdade de Arquitetura;Reitoria;5-9 Semana;Aula no local de destino;Não;;;;;DC;DC;CC;DC;DP;CC;DP;CC;DP;DC;MT IMP;MT IMP;IMP;PC IMP;PC IMP;PC IMP;IMP;MT IMP;MT IMP
60;M;3-6 SM;Não tenho nenhuma restrição de mobilidade.;STA;;;;;Faculdade de Odontologia;1-4 Semestre;Centro de Recursos Humanos - CRH;Faculdade de Odontologia;1-4 Semestre;Outro;Não;;;;;;;;;;DP;DC;DP;DC;DC;DP;DC;DP;DC;DC;MT IMP;IMP;PC IMP;IMP;IMP;IMP;IMP;IMP;IMP
22;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Curso Superior de Decoração;9º;N;;;1-4 Mês;Escola de Belas Artes;Faculdade de Arquitetura;1-4 Mês;Aula no local de destino;Não;;;;;;;;;;DP;DC;CC;CP;DC;DP;CC;CP;DC;DP;MT IMP;MT IMP;MT IMP;MT IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
35;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Saúde Coletiva;7º;N;;;10-M Semana;Instituto de Saúde Coletiva;Restaurante Universitário (Campus São Lázaro);10-M Semana;Refeição em Restaurante Universitário;Não;;;;;;;;;;DP;DC;DP;DC;DC;DC;CP;CP;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
30;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Artes - Noturno;9º;S;;;5-9 Semana;Pavilhão  de  Aulas  da  Federação  III;Escola de Belas Artes;1-4 Semana;Outro;Sim;Outro Órgão (Não-UFBA);Restaurante Universitário (Campus Ondina);5-9 Semana;Refeição em Restaurante Universitário;Não;;;;;DC;DC;DC;DC;DC;DC;CP;DC;DC;DC;MT IMP;MT IMP;IMP;IMP;PC IMP;MT IMP;MT IMP;MT IMP;MT IMP
23;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas (Lic.);9º;N;;;1-4 Semana;Instituto de Letras;Residência Universitária V;1-4 Semana;Evento/Treinamento no local de destino;Sim;Instituto de Letras;Faculdade de Educação;1-4 Semana;Aula no local de destino;Sim;Instituto de Letras;Reitoria;1-4 Semana;Tomar outro ônibus em local que o BUZUFBA passa;CP;DC;CC;DC;DP;DC;CC;CP;DP;DP;IMP;MT IMP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
33;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas e Língua Estrangeira Moderna (Lic.);8º;S;;;1-4 Semana;Instituto de Letras;Creche UFBA;1-4 Mês;Tomar outro ônibus em local que o BUZUFBA passa;Não;;;;;;;;;;DP;DC;DP;DC;DP;CP;CP;CC;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
28;M;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas (Lic. e Bach.);12º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;IMP;PC IMP;IMP;MT IMP;ND IMP;MT IMP;IMP;MT IMP;MT IMP
35;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;STA;;;;;Escola de Música;5-9 Semana;Escola de Música;Residência Universitária I;1-4 Semana;Outro;Sim;Faculdade de Farmácia;Escola de Música;1-4 Semana;Aula no local de destino;Sim;Faculdade de Direito;Escola de Música;1-4 Mês;Aula no local de destino;DP;DC;DC;DC;DC;DC;DP;DP;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
39;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas (Lic.);4º;N;;;1-4 Semana;Faculdade de Educação;Instituto de Letras;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;DC;DC;DC;DC;DC;DC;DC;DC;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
21;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;História (Lic. e Bach.);3º;N;;;1-4 Semana;Faculdade de Filosofia Ciências Humanas;Instituto de Letras;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;DP;DP;CC;DC;DP;DP;CC;CC;DC;DC;IMP;MT IMP;IMP;MT IMP;IMP;IMP;IMP;MT IMP;MT IMP
22;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Saúde - Noturno;3º;S;;;10-M Semana;Pavilhão  de  Aulas IV;Reitoria;10-M Semana;Aula no local de destino;Sim;Instituto de Ciências da Saúde;Pavilhão  de  Aulas IV;10-M Semana;Aula no local de destino;Não;;;;;DC;DC;CP;DC;DC;DC;CP;DC;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;IMP;MT IMP;MT IMP
32;F;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Farmácia;5º;N;;;5-9 Semana;Escola Politécnica;Faculdade de Farmácia;5-9 Semana;Aula no local de destino;Sim;Centro de Pesquisa em Geofísica e Geologia;Escola Politécnica;1-4 Semana;Aula no local de destino;Não;;;;;DP;DP;DP;DP;DP;DC;DC;DC;DP;DP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
20;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Geologia;2º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;IMP;IMP;IMP;MT IMP;PC IMP;MT IMP;MT IMP
40;F;0-1 SM;Não tenho nenhuma restrição de mobilidade.;STA;;;;;Escola de Música;1-4 Semestre;Escola de Música;Escola de Dança;1-4 Mês;Evento/Treinamento no local de destino;Sim;Escola de Música;Escola de Dança;1-4 Semana;Aula no local de destino;Não;;;;;DP;DC;DC;DC;DC;DP;CC;CP;CP;CP;IMP;IMP;IMP;PC IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
24;F;6-9 SM;Não tenho nenhuma restrição de mobilidade.;Mest;;;;Geologia;;1-4 Semestre;Faculdade de Arquitetura;Reitoria;1-4 Semestre;Tomar outro ônibus em local que o BUZUFBA passa;Não;;;;;;;;;;DP;CP;CP;DC;DC;CP;CP;CP;DC;CP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
33;F;6-9 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas e Língua Estrangeira Moderna (Lic.);2º;N;;;1-4 Semestre;Instituto de Letras;Escola Politécnica;1-4 Semestre;Tomar outro ônibus em local que o BUZUFBA passa;Não;;;;;;;;;;DP;DP;CP;DP;DP;DP;DP;DC;DP;DP;MT IMP;MT IMP;MT IMP;IMP;IMP;IMP;IMP;MT IMP;IMP
20;F;0-1 SM;Pessoa com restrição de mobilidade, Não tenho nenhuma restrição de mobilidade.;Grad;Artes;3º;N;;;1-4 Semana;Inst. de Humanidades Artes e Ciências;Pavilhão de Aulas de São Lázaro;5-9 Semana;Aula no local de destino;Não;;;;;;;;;;CP;CP;CC;DC;DP;CP;CC;CP;DP;DP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
38;M;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Design;7º;N;;;10-M Semana;Escola de Belas Artes;Pavilhão de Aulas do Canela;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;CP;DC;DP;DC;DC;DC;DP;CP;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;PC IMP;IMP;IMP;MT IMP;MT IMP
28;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas (Lic.);7º;N;;;1-4 Semana;Faculdade de Educação;Instituto de Letras;1-4 Semana;Aula no local de destino;Sim;Instituto de Letras;Faculdade de Educação;1-4 Semana;Aula no local de destino;Não;;;;;DC;DC;CC;DP;CP;CP;CC;CC;DP;DC;MT IMP;MT IMP;MT IMP;IMP;PC IMP;IMP;IMP;IMP;IMP
24;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Nutrição;4º;S;;;1-4 Semana;Escola de Nutrição;Pavilhão de Aulas da Federação I;1-4 Semana;Aula no local de destino;Sim;Faculdade de Farmácia;Escola de Nutrição;1-4 Semana;Aula no local de destino;Sim;Pavilhão de Aulas do Canela;Outros Locais (UFBA);1-4 Semana;Refeição em Restaurante Universitário;DP;DC;DC;DC;DC;CP;CP;DP;DC;DC;MT IMP;MT IMP;MT IMP;IMP;IMP;IMP;IMP;MT IMP;MT IMP
19;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Artes - Noturno;3º;N;;;1-4 Semana;Escola de Belas Artes;Instituto de Matemática;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;DP;DP;DP;DP;DP;CP;CP;CP;CP;CP;MT IMP;MT IMP;IMP;IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
20;F;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Arquitetura e Urbanismo;3º;S;;;10-M Semana;Residência Universitária III;Faculdade de Arquitetura;10-M Semana;Aula no local de destino;Sim;Faculdade de Arquitetura;Faculdade de Ciências Econômicas;10-M Semana;Atividade de Pesquisa/Extensão no local de destino;Sim;Faculdade de Arquitetura;Residência Universitária III;10-M Semana;Aula no local de destino;DC;DC;CP;DC;DC;CC;CP;DP;CP;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
23;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Nutrição;1º;S;;;1-4 Semana;Instituto de Ciências da Saúde;Instituto de Biologia;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;DC;DC;CC;DC;CC;DC;DC;DC;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
22;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas e Língua Estrangeira Moderna (Lic.);6º;N;;;1-4 Semestre;Instituto de Letras;Faculdade de Educação;1-4 Semestre;Aula no local de destino;Sim;Instituto de Letras;Reitoria;1-4 Semestre;Outro;Não;;;;;CP;DP;CP;DC;DP;CP;CP;CP;DC;DP;MT IMP;MT IMP;MT IMP;MT IMP;IMP;IMP;IMP;MT IMP;MT IMP
30;F;3-6 SM;Obeso;Grad;Ciências Sociais (Lic. e Bach.);8º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;IMP;IMP;IMP;IMP;IMP;IMP;IMP;IMP;IMP
23;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas e Língua Estrangeira Moderna (Lic.);2º;N;;;1-4 Semana;Outros Locais (Não UFBA);Pavilhão  de  Aulas  da  Federação  III;1-4 Mês;Aula no local de destino;Não;;;;;;;;;;DC;DC;DC;DC;DC;DP;DP;CP;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;IMP;MT IMP;MT IMP
18;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Direito;3º;N;;;5-9 Semana;Creche UFBA;Faculdade de Filosofia Ciências Humanas;1-4 Semana;Refeição em Restaurante Universitário;Não;;;;;;;;;;DC;DC;DC;DC;DC;DC;CP;CP;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
22;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Biblioteconomia e Documentação;5º;N;;;1-4 Semana;Reitoria;Pavilhão  de  Aulas  da  Federação  III;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;DP;DC;DP;DP;DC;DP;DP;DP;DC;DC;MT IMP;MT IMP;MT IMP;IMP;PC IMP;IMP;IMP;MT IMP;MT IMP
60;F;9-12 SM;Não tenho nenhuma restrição de mobilidade.;Prof;;;;;Escola Politécnica;10-M Semana;Escola Politécnica;Pavilhão  de  Aulas  da  Federação  III;1-4 Semana;Aula no local de destino;Sim;Escola Politécnica;Escola de Belas Artes;1-4 Semana;Aula no local de destino;Sim;Escola Politécnica;Escola de Música;1-4 Semana;Aula no local de destino;DC;DC;CP;DC;DC;DC;DC;DP;DP;DC;ND IMP;ND IMP;PC IMP;PC IMP;ND IMP;PC IMP;PC IMP;ND IMP;ND IMP
24;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Licenciatura em Computação - Noturno;3º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;IMP;IMP;IMP;IMP;IMP;IMP;IMP;IMP;IMP
28;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Mest;;;;Ciência da Computação;;5-9 Semana;Instituto de Matemática;Instituto de Psicologia;5-9 Semana;Atividade de Pesquisa/Extensão no local de destino;Não;;;;;;;;;;DC;DC;DP;DC;DC;DC;DC;CP;DP;CP;MT IMP;MT IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
19;M;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Humanidades;5º;N;;;10-M Semana;Faculdade de Arquitetura;Creche UFBA;10-M Semana;Aula no local de destino;Sim;Creche UFBA;Restaurante Universitário (Campus Ondina);5-9 Semana;Refeição em Restaurante Universitário;Não;;;;;DP;DC;DP;DC;DC;DP;DP;CP;DP;DP;MT IMP;MT IMP;MT IMP;MT IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
25;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas e Língua Estrangeira Moderna (Lic.);1º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;MT IMP;MT IMP;PC IMP;IMP;IMP;MT IMP;MT IMP
23;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Geologia;7º;N;;;1-4 Mês;Pavilhão de Aulas da Federação I;Faculdade de Filosofia Ciências Humanas;1-4 Mês;Outro;Não;;;;;;;;;;DP;DC;CP;DP;DP;CP;CP;DC;DC;DP;IMP;MT IMP;PC IMP;PC IMP;PC IMP;IMP;PC IMP;MT IMP;MT IMP
20;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Humanidades;3º;N;;;5-9 Semana;Escola de Belas Artes;Instituto de Psicologia;5-9 Semana;Tomar outro ônibus em local que o BUZUFBA passa;Sim;Outros Locais (Não UFBA);Pavilhão  de  Aulas  da  Federação  III;10-M Semana;Aula no local de destino;Não;;;;;DC;DC;DC;DP;DC;DC;DC;DP;DP;DC;MT IMP;MT IMP;IMP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
18;F;3-6 SM;Obeso;Grad;Saúde;3º;N;;;1-4 Semana;Reitoria;Inst. de Humanidades Artes e Ciências;1-4 Semana;Aula no local de destino;Sim;Pavilhão  de  Aulas  da  Federação  III;Escola de Enfermagem;1-4 Semana;Atividade de Pesquisa/Extensão no local de destino;Sim;Pavilhão  de  Aulas  da  Federação  V;Instituto de Ciências da Saúde;1-4 Mês;Aula no local de destino;DC;DC;CP;DC;DC;CC;CP;DP;DP;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
19;M;12-M SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas (Lic. e Bach.);1º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;MT IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
23;F;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Artes - Noturno;5º;S;;;5-9 Semana;Escola de Belas Artes;Inst. de Humanidades Artes e Ciências;5-9 Semana;Aula no local de destino;Sim;Escola de Belas Artes;Faculdade de Arquitetura;1-4 Semana;Aula no local de destino;Não;;;;;DP;DC;CC;DP;CP;CP;CP;DP;DC;CP;MT IMP;MT IMP;IMP;IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
21;F;1-3 SM;Obeso;Grad;Humanidades - Noturno;5º;N;;;10-M Semana;Faculdade de Direito;Pavilhão  de  Aulas  da  Federação  III;10-M Semana;Aula no local de destino;Sim;Pavilhão  de  Aulas  da  Federação  III;Faculdade de Direito;10-M Semana;Aula no local de destino;Não;;;;;CP;DC;DP;DC;DC;CP;CP;CP;DC;DC;MT IMP;MT IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
19;M;6-9 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas e Língua Estrangeira Moderna (Lic.);3º;N;;;10-M Semana;Residência Universitária I;Instituto de Letras;10-M Semana;Aula no local de destino;Não;;;;;;;;;;DP;DC;CC;CP;DC;CC;DP;CC;DP;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
20;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Artes;5º;N;;;1-4 Semana;Escola de Belas Artes;Pavilhão  de  Aulas  da  Federação  III;1-4 Semana;Aula no local de destino;Sim;Pavilhão  de  Aulas  da  Federação  III;Faculdade de Educação;1-4 Semana;Tomar outro ônibus em local que o BUZUFBA passa;Não;;;;;DP;DP;CP;DP;DC;DP;DP;DP;CP;DP;MT IMP;MT IMP;IMP;IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
20;F;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Direito;2º;S;;;10-M Semana;Creche UFBA;Restaurante Universitário (Campus São Lázaro);10-M Semana;Refeição em Restaurante Universitário;Sim;Restaurante Universitário (Campus São Lázaro);Faculdade de Direito;10-M Semana;Aula no local de destino;Sim;Faculdade de Direito;Restaurante Universitário (Campus São Lázaro);5-9 Semana;Refeição em Restaurante Universitário;DC;DC;DP;DC;DC;DC;CC;CP;DP;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
40;M;9-12 SM;Não tenho nenhuma restrição de mobilidade.;STA;;;;;Faculdade de Ciências Econômicas;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;IMP;IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
19;F;12-M SM;Não tenho nenhuma restrição de mobilidade.;Grad;Artes;3º;N;;;1-4 Semana;Pavilhão  de  Aulas  da  Federação  III;Residência Universitária III;1-4 Semana;Outro;Não;;;;;;;;;;DC;CC;CP;DP;CP;CP;CP;CC;DC;CP;MT IMP;MT IMP;MT IMP;IMP;IMP;IMP;MT IMP;MT IMP;MT IMP
53;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Dout;;;;Artes Cênicas;;1-4 Mês;Escola de Teatro;Pavilhão  de  Aulas  da  Federação  V;1-4 Semana;Aula no local de destino;Não;;;;;;;;;;CP;DC;CP;CP;DP;CP;CC;CC;CP;CP;IMP;IMP;IMP;IMP;IMP;IMP;IMP;IMP;IMP
19;F;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Artes - Noturno;3º;N;;;1-4 Semana;Assessoria de Tecnologia da Informação;Reitoria;1-4 Semana;Tomar outro ônibus em local que o BUZUFBA passa;Não;;;;;;;;;;DP;DC;CC;DP;DC;CP;DP;DC;DC;DP;MT IMP;MT IMP;IMP;MT IMP;MT IMP;MT IMP;IMP;MT IMP;MT IMP
28;M;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Geologia;8º;S;;;1-4 Mês;Instituto de Geociências;Hospital Universitário;1-4 Mês;Outro;Não;;;;;;;;;;CP;DP;CP;DP;CP;CP;CC;CC;CP;CP;MT IMP;MT IMP;IMP;IMP;IMP;IMP;IMP;IMP;MT IMP
24;M;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Ciência e Tecnologia - Noturno;5º;N;;;5-9 Semana;Instituto de Química;Faculdade de Arquitetura;5-9 Semana;Aula no local de destino;Sim;Instituto de Biologia;Escola Politécnica;1-4 Semana;Aula no local de destino;Sim;Centro de Pesquisa em Geofísica e Geologia;Instituto de Biologia;1-4 Semana;Aula no local de destino;DC;DC;CP;DC;DC;CP;CC;CP;DC;DP;MT IMP;MT IMP;IMP;IMP;IMP;MT IMP;IMP;MT IMP;MT IMP
21;M;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Ciência e Tecnologia - Noturno;7º;N;;;5-9 Semana;Escola de Administração;Faculdade de Filosofia Ciências Humanas;1-4 Semana;Refeição em Restaurante Universitário;Sim;Restaurante Universitário (Campus São Lázaro);Creche UFBA;1-4 Semana;Aula no local de destino;Não;;;;;CP;DC;CP;DC;DC;DC;CP;CP;DC;DC;IMP;MT IMP;IMP;IMP;IMP;MT IMP;PC IMP;MT IMP;MT IMP
48;M;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;História (Lic.) - Noturno;2º;S;;;10-M Semana;Pavilhão de Aulas da Federação I;Hospital Universitário;5-9 Semana;Tomar outro ônibus em local que o BUZUFBA passa;Sim;Escola de Belas Artes;Inst. de Humanidades Artes e Ciências;10-M Semana;Refeição em Restaurante Universitário;Não;;;;;CP;CP;CC;CP;CP;CP;CP;CP;CP;CP;MT IMP;MT IMP;MT IMP;MT IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP
26;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas e Língua Estrangeira Moderna (Lic.);7º;N;;;1-4 Semestre;Instituto de Letras;Faculdade de Educação;1-4 Mês;Tomar outro ônibus em local que o BUZUFBA passa;Não;;;;;;;;;;DC;DC;CP;DC;DP;CP;DC;CP;DC;DC;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
41;M;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas (Lic. e Bach.);4º;S;;;5-9 Semana;Instituto de Letras;Outros Locais (Não UFBA);5-9 Semana;Tomar outro ônibus em local que o BUZUFBA passa;Não;;;;;;;;;;CC;DP;CP;DP;DP;DP;CC;CC;CP;CP;IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
22;F;3-6 SM;PcD Física;Grad;Ciência e Tecnologia - Noturno;5º;N;;;1-4 Semana;Pavilhão  de  Aulas IV;Escola de Administração;1-4 Semana;Aula no local de destino;Sim;Pavilhão  de  Aulas IV;Escola Politécnica;1-4 Semana;Atividade de Pesquisa/Extensão no local de destino;Não;;;;;CP;DP;DC;DC;DC;CP;CP;DP;DC;DP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;IMP;MT IMP;MT IMP
22;F;9-12 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Música Popular;1º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
20;M;1-3 SM;PcD Visual, Não tenho nenhuma restrição de mobilidade.;Grad;Ciência e Tecnologia - Noturno;3º;N;;;1-4 Semana;Faculdade de Ciências Econômicas;Pavilhão  de  Aulas  da  Federação  III;10-M Semana;Aula no local de destino;Não;;;;;;;;;;CP;DC;DC;DP;DC;DP;DP;CP;CP;DC;IMP;MT IMP;MT IMP;PC IMP;IMP;IMP;IMP;IMP;MT IMP
18;F;1-3 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Letras Vernáculas (Lic. e Bach.);2º;N;;;5-9 Semana;Pavilhão  de  Aulas  da  Federação  III;Reitoria;5-9 Semana;Tomar outro ônibus em local que o BUZUFBA passa;Não;;;;;;;;;;DP;DC;CC;DC;DP;CP;CP;DC;DC;DC;MT IMP;MT IMP;IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP;MT IMP
22;F;0-1 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Artes - Noturno;3º;N;;;5-9 Semana;Escola de Música;Inst. de Humanidades Artes e Ciências;1-4 Semana;Aula no local de destino;Sim;Pavilhão de Aulas do Canela;Faculdade de Filosofia Ciências Humanas;1-4 Semana;Aula no local de destino;Não;;;;;DC;DP;DP;DP;DC;DP;DC;DP;DP;DP;ND IMP;ND IMP;PC IMP;ND IMP;ND IMP;ND IMP;ND IMP;ND IMP;ND IMP
19;F;6-9 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Artes - Noturno;3º;N;;;Nenhuma;;;;;;;;;;;;;;;;;;;;;;;;;MT IMP;IMP;IMP;PC IMP;IMP;IMP;IMP;MT IMP;MT IMP
20;M;3-6 SM;Não tenho nenhuma restrição de mobilidade.;Grad;Geologia;5º;S;;;1-4 Semestre;Instituto de Geociências;Reitoria;1-4 Semestre;Tomar outro ônibus em local que o BUZUFBA passa;Não;;;;;;;;;;CP;DC;DP;CP;DP;DC;CC;CC;CP;CP;MT IMP;MT IMP;PC IMP;IMP;PC IMP;IMP;PC IMP;MT IMP;MT IMP
